Season,Player ID,Name,First Name,Last Name,Position,Shirt Number,Position Info,Current Team,Team Abbreviation,Cleansheets,Age,Nationality,Rank
2020/21,360685.0,Daniel Jebbison,Daniel,Jebbison,F,21.0,Centre Striker,n/a,n/a,1.0,21 years 43 days,Canada,306.0
2020/21,129760.0,Naby Keïta,Naby,Keïta,M,8.0,Centre Central Midfielder,n/a,n/a,1.0,29 years 195 days,Guinea,306.0
2020/21,256028.0,Caoimhín Kelleher,Caoimhín,Kelleher,G,62.0,Goalkeeper,Liverpool,LIV,1.0,25 years 274 days,Ireland,306.0
2020/21,345135.0,Tariq Lamptey,Tariq,Lamptey,D,n/a,Defender,Brighton & Hove Albion,BHA,1.0,23 years 328 days,Ghana,306.0
2020/21,336342.0,Mario Lemina,Mario,Lemina,M,5.0,Centre Central Midfielder,Fulham,FUL,1.0,30 years 357 days,Gabon,306.0
2020/21,342631.0,Jake Livermore,Jake,Livermore,M,8.0,Centre Defensive Midfielder,West Bromwich Albion,WBA,1.0,34 years 283 days,England,306.0
2020/21,335966.0,Kevin Long,Kevin,Long,D,26.0,Centre Central Defender,n/a,n/a,1.0,34 years 5 days,Ireland,306.0
2020/21,325478.0,Matty Longstaff,Matthew,Longstaff,M,25.0,Centre Defensive Midfielder,n/a,n/a,1.0,24 years 155 days,England,306.0
2020/21,358594.0,Josh Maja,Josh,Maja,F,n/a,Striker,Fulham,FUL,1.0,25 years 240 days,Nigeria,306.0
2020/21,331822.0,Marçal,Fernando,Marçal de Oliveira,D,21.0,Left Full Back,n/a,n/a,1.0,35 years 186 days,Brazil,306.0
2020/21,301809.0,Anthony Martial,Anthony,Martial,F,22.0,Left/Centre/Right Striker,n/a,n/a,1.0,28 years 262 days,France,306.0
2020/21,166789.0,Gabriel Martinelli,Gabriel Teodoro,Martinelli Silva,M,n/a,Midfielder,Arsenal,ARS,1.0,23 years 66 days,Brazil,306.0
2020/21,315450.0,Takumi Minamino,Takumi,Minamino,M,18.0,Left/Centre/Right Attacking Midfielder,Liverpool,LIV,1.0,29 years 220 days,Japan,306.0
2020/21,354653.0,Aleksandar Mitrovic,Aleksandar,Mitrovic,F,9.0,Forward,n/a,n/a,1.0,29 years 342 days,Serbia,306.0
2020/21,342773.0,Alex Telles,Alex,Nicolao Telles,D,15.0,Left Full Back,n/a,n/a,1.0,31 years 252 days,Brazil,306.0
2020/21,362188.0,Matt Phillips,Matt,Phillips,M,10.0,Left/Right Winger,West Bromwich Albion,WBA,1.0,33 years 163 days,Scotland,306.0
2020/21,337207.0,Darren Randolph,Darren,Randolph,G,12.0,Goalkeeper,West Ham United,WHU,1.0,37 years 103 days,Ireland,306.0
2020/21,342564.0,Nathan Redmond,Nathan,Redmond,M,15.0,Left/Right Winger,Southampton,SOU,1.0,30 years 170 days,England,306.0
2020/21,340596.0,Tyler Roberts,Tyler,Roberts,F,8.0,Centre Second Striker,Leeds United,LEE,1.0,25 years 224 days,Wales,306.0
2020/21,327469.0,James Rodríguez,James,Rodríguez,M,10.0,Midfielder,n/a,n/a,1.0,33 years 42 days,Colombia,306.0
2020/21,101878.0,Adrián,Adrián,San Miguel del Castillo,G,13.0,Goalkeeper,n/a,n/a,1.0,37 years 233 days,Spain,306.0
2020/21,315677.0,Romaine Sawyers,Romaine,Sawyers,M,19.0,Centre Attacking Midfielder,n/a,n/a,1.0,32 years 295 days,St. Kitts & Nevis,306.0
2020/21,354251.0,André Gomes,André Filipe,Tavares Gomes,M,n/a,Midfielder,n/a,n/a,1.0,31 years 24 days,Portugal,306.0
2020/21,356341.0,Luke Thomas,Luke,Thomas,D,33.0,Left Full Back,n/a,n/a,1.0,23 years 74 days,England,306.0
2020/21,92622.0,Virgil van Dijk,Virgil,van Dijk,D,4.0,Centre Central Defender,Liverpool,LIV,1.0,33 years 46 days,Netherlands,306.0
2020/21,337217.0,Matej Vydra,Matej,Vydra,F,11.0,Forward,Burnley,BUR,1.0,32 years 114 days,Czech Republic,306.0
2020/21,312091.0,DeAndre Yedlin,DeAndre,Yedlin,D,2.0,Right Full Back,n/a,n/a,1.0,31 years 45 days,United States,306.0
2020/21,288147.0,Martin Ødegaard,Martin,Ødegaard,M,8.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,1.0,25 years 250 days,Norway,306.0
2019/20,44029.0,Ederson,Ederson,Santana de Moraes,G,31.0,Goalkeeper,Manchester City,MCI,16.0,31 years 6 days,Brazil,1.0
2019/20,313738.0,Nick Pope,Nick,Pope,G,22.0,Goalkeeper,Burnley,BUR,15.0,32 years 126 days,England,2.0
2019/20,314846.0,James Tarkowski,James,Tarkowski,D,6.0,Centre Central Defender,Burnley,BUR,15.0,31 years 278 days,England,2.0
2019/20,92622.0,Virgil van Dijk,Virgil,van Dijk,D,4.0,Centre Central Defender,Liverpool,LIV,15.0,33 years 46 days,Netherlands,2.0
2019/20,336080.0,Ashley Westwood,Ashley,Westwood,M,8.0,Centre Central Midfielder,n/a,n/a,15.0,34 years 144 days,England,2.0
2019/20,53174.0,George Baldock,George,Baldock,D,2.0,Right Full Back,Sheffield United,SHU,13.0,31 years 167 days,Greece,6.0
2019/20,133131.0,Alisson Becker,Alisson Ramsés,Becker,G,1.0,Goalkeeper,Liverpool,LIV,13.0,31 years 326 days,Brazil,6.0
2019/20,340930.0,Conor Coady,Conor,Coady,D,4.0,Centre Central Defender,n/a,n/a,13.0,31 years 180 days,England,6.0
2019/20,6011.0,David de Gea,David,de Gea,G,1.0,Goalkeeper,n/a,n/a,13.0,33 years 290 days,Spain,6.0
2019/20,280895.0,Rui Patrício,Rui Pedro,dos Santos Patrício,G,1.0,Goalkeeper,n/a,n/a,13.0,36 years 190 days,Portugal,6.0
2019/20,346759.0,Dean Henderson,Dean,Henderson,G,1.0,Goalkeeper,n/a,n/a,13.0,27 years 164 days,England,6.0
2019/20,161345.0,Harry Maguire,Harry,Maguire,D,5.0,Centre Central Defender,Manchester United,MUN,13.0,31 years 171 days,England,6.0
2019/20,319809.0,Ben Mee,Ben,Mee,D,16.0,Centre Central Defender,Burnley,BUR,13.0,34 years 337 days,England,6.0
2019/20,361188.0,Kasper Schmeichel,Kasper,Schmeichel,G,1.0,Goalkeeper,n/a,n/a,13.0,37 years 292 days,Denmark,6.0
2019/20,30533.0,Trent Alexander-Arnold,Trent,Alexander-Arnold,D,n/a,Right Full Back,Liverpool,LIV,12.0,25 years 321 days,England,15.0
2019/20,15123.0,Chris Basham,Chris,Basham,D,6.0,Centre Central Defender,Sheffield United,SHU,12.0,36 years 34 days,England,15.0
2019/20,325444.0,Willy-Arnaud Boly,Willy-Arnaud,Boly,D,30.0,Centre Central Defender,n/a,n/a,12.0,33 years 202 days,Cote D’Ivoire,15.0
2019/20,294007.0,Matt Doherty,Matt,Doherty,D,2.0,Right Full Back,n/a,n/a,12.0,32 years 220 days,Ireland,15.0
2019/20,133133.0,John Egan,John,Egan,D,12.0,Centre Central Defender,Sheffield United,SHU,12.0,31 years 308 days,Ireland,15.0
2019/20,41538.0,Joe Gomez,Joe,Gomez,D,2.0,Left/Centre/Right Central Defender,Liverpool,LIV,12.0,27 years 92 days,England,15.0
2019/20,160158.0,Rodri,Rodrigo,Hernández Cascante,M,16.0,Centre Central Midfielder,Manchester City,MCI,12.0,28 years 62 days,Spain,15.0
2019/20,44159.0,Victor Lindelöf,Victor,Lindelöf,D,n/a,Centre Central Defender,Manchester United,MUN,12.0,30 years 37 days,Sweden,15.0
2019/20,30925.0,Jack O'Connell,Jack,O'Connell,D,5.0,Centre Central Defender,n/a,n/a,12.0,30 years 147 days,England,15.0
2019/20,359616.0,Çaglar Söyüncü,Çaglar,Söyüncü,D,2.0,Central Defender,n/a,n/a,12.0,28 years 92 days,Turkey,15.0
2019/20,341032.0,Enda Stevens,Enda,Stevens,D,3.0,Left Full Back,n/a,n/a,12.0,34 years 45 days,Ireland,15.0
2019/20,325525.0,Martin Dúbravka,Martin,Dúbravka,G,31.0,Goalkeeper,Newcastle United,NEW,11.0,35 years 221 days,Slovakia,26.0
2019/20,110232.0,Jonny Evans,Jonny,Evans,D,35.0,Centre Central Defender,n/a,n/a,11.0,36 years 233 days,Northern Ireland,26.0
2019/20,320612.0,Dwight McNeil,Dwight,McNeil,F,7.0,Left Winger,Burnley,BUR,11.0,24 years 275 days,England,26.0
2019/20,42220.0,Wilfred Ndidi,Wilfred,Ndidi,M,6.0,Centre Central Midfielder,Leicester City,LEI,11.0,27 years 251 days,Nigeria,26.0
2019/20,47184.0,Mohamed Salah,Mohamed,Salah Hamed Mahrous Ghaly,F,11.0,Left/Centre/Right Winger,Liverpool,LIV,11.0,32 years 69 days,Egypt,26.0
2019/20,11259.0,Jamie Vardy,Jamie,Vardy,F,9.0,Centre Striker,Leicester City,LEI,11.0,37 years 225 days,England,26.0
2019/20,362816.0,Aaron Wan-Bissaka,Aaron,Wan-Bissaka,D,29.0,Right Full Back,n/a,n/a,11.0,26 years 271 days,England,26.0
2019/20,129749.0,Ricardo Pereira,Ricardo Domingos,Barbosa Pereira,D,21.0,Right Full Back,Leicester City,LEI,10.0,30 years 322 days,Portugal,33.0
2019/20,49709.0,Jack Cork,Jack,Cork,M,4.0,Centre Central Midfielder,Burnley,BUR,10.0,35 years 59 days,England,33.0
2019/20,356422.0,Leander Dendoncker,Leander,Dendoncker,M,32.0,Centre Central Midfielder,n/a,n/a,10.0,29 years 130 days,Belgium,33.0
2019/20,346855.0,Vicente Guaita,Vicente,Guaita,G,13.0,Goalkeeper,n/a,n/a,10.0,37 years 226 days,Spain,33.0
2019/20,355414.0,Romain Saïss,Romain,Saïss,D,14.0,Centre Central Defender,n/a,n/a,10.0,34 years 150 days,Morocco,33.0
2019/20,346451.0,João Moutinho,João Filipe Iria,Santos Moutinho,M,28.0,Midfielder,n/a,n/a,10.0,37 years 350 days,Portugal,33.0
2019/20,359468.0,Charlie Taylor,Charlie,Taylor,D,21.0,Left Full Back,Burnley,BUR,10.0,30 years 340 days,England,33.0
2019/20,50015.0,Kyle Walker,Kyle,Walker,D,2.0,Right Full Back,Manchester City,MCI,10.0,34 years 87 days,England,33.0
2019/20,344329.0,Granit Xhaka,Granit,Xhaka,M,34.0,Central Midfielder,n/a,n/a,10.0,31 years 331 days,Switzerland,33.0
2019/20,335366.0,Phil Bardsley,Phil,Bardsley,D,27.0,Right Full Back,Burnley,BUR,9.0,39 years 56 days,Scotland,42.0
2019/20,302934.0,Dan Burn,Dan,Burn,D,33.0,Centre Central Defender,n/a,n/a,9.0,32 years 106 days,England,42.0
2019/20,356522.0,Jonny,Jonathan,Castro Otto,D,19.0,Defender,n/a,n/a,9.0,30 years 173 days,Spain,42.0
2019/20,325151.0,Ben Chilwell,Ben,Chilwell,D,21.0,Left Full Back,n/a,n/a,9.0,27 years 246 days,England,42.0
2019/20,354649.0,Rúben Neves,Rúben Diogo,da Silva Neves,M,8.0,Centre Central Midfielder,n/a,n/a,9.0,27 years 163 days,Portugal,42.0
2019/20,19595.0,Kevin De Bruyne,Kevin,De Bruyne,M,17.0,Left/Centre/Right Attacking Midfielder,Manchester City,MCI,9.0,33 years 56 days,Belgium,42.0
2019/20,13742.0,Lewis Dunk,Lewis,Dunk,D,30.0,Defender,Brighton & Hove Albion,BHA,9.0,32 years 276 days,England,42.0
2019/20,339679.0,Ben Foster,Ben,Foster,G,12.0,Goalkeeper,Watford,WAT,9.0,41 years 142 days,England,42.0
2019/20,355783.0,Jordan Henderson,Jordan,Henderson,M,6.0,Midfielder,n/a,n/a,9.0,34 years 67 days,England,42.0
2019/20,359871.0,John Lundstram,John,Lundstram,M,5.0,Centre Central Midfielder,Sheffield United,SHU,9.0,30 years 187 days,England,42.0
2019/20,144579.0,Oliver Norwood,Oliver,Norwood,M,16.0,Centre Central Midfielder,Sheffield United,SHU,9.0,33 years 133 days,Northern Ireland,42.0
2019/20,46085.0,Jordan Pickford,Jordan,Pickford,G,n/a,Goalkeeper,Everton,EVE,9.0,30 years 169 days,England,42.0
2019/20,50135.0,Andy Robertson,Andy,Robertson,D,26.0,Left Full Back,Liverpool,LIV,9.0,30 years 165 days,Scotland,42.0
2019/20,361176.0,Mathew Ryan,Mathew,Ryan,G,98.0,Goalkeeper,n/a,n/a,9.0,32 years 137 days,Australia,42.0
2019/20,345007.0,James Ward-Prowse,James,Ward-Prowse,M,8.0,Central Midfielder,n/a,n/a,9.0,29 years 296 days,England,42.0
2019/20,342776.0,Wilfried Zaha,Wilfried,Zaha,F,14.0,Left/Centre/Right Winger,n/a,n/a,9.0,31 years 287 days,Cote D’Ivoire,42.0
2019/20,345016.0,Kepa,Kepa,Arrizabalaga Revuelta,G,25.0,Goalkeeper,Chelsea,CHE,8.0,29 years 325 days,Spain,58.0
2019/20,345706.0,Pierre-Emerick Aubameyang,Pierre-Emerick,Aubameyang,F,10.0,Striker,n/a,n/a,8.0,35 years 66 days,Gabon,58.0
2019/20,347715.0,Craig Cathcart,Craig,Cathcart,D,n/a,Centre Central Defender,Watford,WAT,8.0,35 years 199 days,Northern Ireland,58.0
2019/20,325640.0,Federico Fernández,Federico,Fernández,D,2.0,Centre Central Defender,Newcastle United,NEW,8.0,35 years 184 days,Argentina,58.0
2019/20,356762.0,John Fleck,John,Fleck,M,23.0,Centre Central Midfielder,n/a,n/a,8.0,32 years 365 days,Scotland,58.0
2019/20,346860.0,Jeff Hendrick,Jeff,Hendrick,M,22.0,Centre Central Midfielder,n/a,n/a,8.0,32 years 205 days,Ireland,58.0
2019/20,340680.0,James Maddison,James,Maddison,M,10.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,8.0,27 years 274 days,England,58.0
2019/20,356468.0,Nemanja Matic,Nemanja,Matic,M,31.0,Centre Defensive Midfielder,n/a,n/a,8.0,36 years 22 days,Serbia,58.0
2019/20,336374.0,David Luiz,David Luiz,Moreira Marinho,D,23.0,Centre Central Defender,n/a,n/a,8.0,37 years 123 days,Brazil,58.0
2019/20,44030.0,Bernardo Silva,Bernardo,Mota Veiga de Carvalho e Silva,M,20.0,Left/Centre Attacking Midfielder,Manchester City,MCI,8.0,30 years 13 days,Portugal,58.0
2019/20,340565.0,Youri Tielemans,Youri,Tielemans,M,8.0,Centre Central Midfielder,n/a,n/a,8.0,27 years 108 days,Belgium,58.0
2019/20,337920.0,Patrick van Aanholt,Patrick,van Aanholt,D,30.0,Left Full Back,n/a,n/a,8.0,33 years 360 days,Netherlands,58.0
2019/20,322321.0,Georginio Wijnaldum,Georginio,Wijnaldum,M,25.0,Centre Attacking Midfielder,n/a,n/a,8.0,33 years 286 days,Netherlands,58.0
2019/20,319009.0,Toby Alderweireld,Toby,Alderweireld,D,23.0,Defender,n/a,n/a,7.0,35 years 174 days,Belgium,71.0
2019/20,341459.0,César Azpilicueta,César,Azpilicueta,D,3.0,Right Full Back,n/a,n/a,7.0,34 years 361 days,Spain,71.0
2019/20,19511.0,Roberto Firmino,Roberto Firmino,Barbosa de Oliveira,F,9.0,Left/Centre/Right Striker,n/a,n/a,7.0,32 years 326 days,Brazil,71.0
2019/20,30517.0,Jan Bednarek,Jan,Bednarek,D,35.0,Centre Central Defender,n/a,n/a,7.0,28 years 133 days,Poland,71.0
2019/20,281358.0,Ryan Bertrand,Ryan,Bertrand,D,5.0,Left Full Back,n/a,n/a,7.0,35 years 18 days,England,71.0
2019/20,288155.0,Gary Cahill,Gary,Cahill,D,24.0,Centre Central Defender,n/a,n/a,7.0,38 years 248 days,England,71.0
2019/20,300571.0,Lucas Digne,Lucas,Digne,D,12.0,Left Full Back,n/a,n/a,7.0,31 years 34 days,France,71.0
2019/20,285236.0,Jack Grealish,Jack,Grealish,M,10.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,7.0,28 years 348 days,England,71.0
2019/20,361468.0,Pierre-Emile Højbjerg,Pierre-Emile,Højbjerg,M,23.0,Centre Defensive Midfielder,n/a,n/a,7.0,29 years 18 days,Denmark,71.0
2019/20,48260.0,Michael Keane,Michael,Keane,D,5.0,Centre Central Defender,Everton,EVE,7.0,31 years 225 days,England,71.0
2019/20,31757.0,Jamaal Lascelles,Jamaal,Lascelles,D,6.0,Centre Central Defender,Newcastle United,NEW,7.0,30 years 286 days,England,71.0
2019/20,321656.0,Bernd Leno,Bernd,Leno,G,1.0,Goalkeeper,n/a,n/a,7.0,32 years 172 days,Germany,71.0
2019/20,131779.0,Riyad Mahrez,Riyad,Mahrez,F,26.0,Left/Right Winger,n/a,n/a,7.0,33 years 184 days,Algeria,71.0
2019/20,52229.0,James McArthur,James,McArthur,M,n/a,Central Midfielder,n/a,n/a,7.0,36 years 321 days,Scotland,71.0
2019/20,35190.0,Alex McCarthy,Alex,McCarthy,G,13.0,Goalkeeper,Southampton,SOU,7.0,34 years 264 days,England,71.0
2019/20,342058.0,Declan Rice,Declan,Rice,M,41.0,Centre Central Midfielder,n/a,n/a,7.0,25 years 222 days,England,71.0
2019/20,14011.0,Luke Shaw,Luke,Shaw,D,23.0,Left Full Back,Manchester United,MUN,7.0,29 years 42 days,England,71.0
2019/20,23381.0,Jack Stephens,Jack,Stephens,D,n/a,Defender,n/a,n/a,7.0,30 years 209 days,England,71.0
2019/20,317508.0,Raheem Sterling,Raheem,Sterling,F,7.0,Left/Centre/Right Second Striker,n/a,n/a,7.0,29 years 259 days,England,71.0
2019/20,128164.0,Joel Ward,Joel,Ward,D,n/a,Defender,Crystal Palace,CRY,7.0,34 years 299 days,England,71.0
2019/20,288580.0,Kurt Zouma,Kurt,Zouma,D,4.0,Centre Central Defender,n/a,n/a,7.0,29 years 301 days,France,71.0
2019/20,154335.0,Miguel Almirón,Miguel,Almirón,M,24.0,Left/Centre/Right Second Striker,Newcastle United,NEW,6.0,30 years 195 days,Paraguay,92.0
2019/20,356787.0,Sèrge Aurier,Sèrge,Aurier,D,92.0,Right Full Back,n/a,n/a,6.0,31 years 243 days,Cote D’Ivoire,92.0
2019/20,160688.0,Jordan Ayew,Jordan,Ayew,F,9.0,Centre Striker,Crystal Palace,CRY,6.0,32 years 347 days,Ghana,92.0
2019/20,325467.0,Willian,Willian,Borges da Silva,F,20.0,Left/Centre/Right Winger,n/a,n/a,6.0,36 years 14 days,Brazil,92.0
2019/20,266708.0,Étienne Capoue,Étienne,Capoue,M,6.0,Centre Defensive Midfielder,n/a,n/a,6.0,36 years 43 days,France,92.0
2019/20,314636.0,Richarlison,Richarlison,de Andrade,F,9.0,Left/Centre/Right Second Striker,n/a,n/a,6.0,27 years 105 days,Brazil,92.0
2019/20,315355.0,Gabriel Jesus,Gabriel Fernando,de Jesus,F,9.0,Second Striker,n/a,n/a,6.0,27 years 142 days,Brazil,92.0
2019/20,345118.0,Troy Deeney,Troy,Deeney,F,14.0,Centre Striker,n/a,n/a,6.0,36 years 55 days,England,92.0
2019/20,314640.0,Ryan Fredericks,Ryan,Fredericks,D,2.0,Right Wing Back,West Ham United,WHU,6.0,31 years 318 days,England,92.0
2019/20,356746.0,Isaac Hayden,Isaac,Hayden,M,14.0,Midfielder,Newcastle United,NEW,6.0,29 years 154 days,England,92.0
2019/20,30562.0,Christian Kabasele,Christian,Kabasele,D,27.0,Centre Central Defender,n/a,n/a,6.0,33 years 181 days,Belgium,92.0
2019/20,323012.0,Cheikhou Kouyaté,Cheikhou,Kouyaté,M,8.0,Centre Defensive Midfielder,n/a,n/a,6.0,34 years 246 days,Senegal,92.0
2019/20,25178.0,Hugo Lloris,Hugo,Lloris,G,1.0,Goalkeeper,n/a,n/a,6.0,37 years 241 days,France,92.0
2019/20,335850.0,Matthew Lowton,Matthew,Lowton,D,38.0,Right Full Back,n/a,n/a,6.0,35 years 75 days,England,92.0
2019/20,356123.0,Javier Manquillo,Javier,Manquillo,D,22.0,Right Full Back,n/a,n/a,6.0,30 years 110 days,Spain,92.0
2019/20,7748.0,Luka Milivojevic,Luka,Milivojevic,M,4.0,Centre Central Midfielder,n/a,n/a,6.0,33 years 138 days,Serbia,92.0
2019/20,160323.0,Tyrone Mings,Tyrone,Mings,D,5.0,Centre Central Defender,Aston Villa,AVL,6.0,31 years 163 days,England,92.0
2019/20,194439.0,Martín Montoya,Martín,Montoya,D,2.0,Right Full Back,n/a,n/a,6.0,33 years 131 days,Spain,92.0
2019/20,322089.0,Angelo Ogbonna,Angelo,Ogbonna,D,n/a,Central Defender,n/a,n/a,6.0,36 years 92 days,Italy,92.0
2019/20,258178.0,Nicolás Otamendi,Nicolás,Otamendi,D,30.0,Central Defender,n/a,n/a,6.0,36 years 193 days,Argentina,92.0
2019/20,327274.0,Erik Pieters,Erik,Pieters,D,15.0,Left Full Back,Burnley,BUR,6.0,36 years 16 days,Netherlands,92.0
2019/20,114730.0,Davy Pröpper,Davy,Pröpper,M,14.0,Centre Central Midfielder,n/a,n/a,6.0,32 years 356 days,Netherlands,92.0
2019/20,342564.0,Nathan Redmond,Nathan,Redmond,M,15.0,Left/Right Winger,Southampton,SOU,6.0,30 years 170 days,England,92.0
2019/20,95187.0,Jay Rodriguez,Jay,Rodriguez,F,9.0,Left/Centre/Right Second Striker,Burnley,BUR,6.0,35 years 25 days,England,92.0
2019/20,6723.0,Fernandinho,Fernando Luiz,Rosa,M,25.0,Centre Defensive Midfielder,n/a,n/a,6.0,39 years 111 days,Brazil,92.0
2019/20,359652.0,Douglas Luiz,Douglas Luiz,Soares de Paulo,M,26.0,Central Midfielder,n/a,n/a,6.0,26 years 106 days,Brazil,92.0
2019/20,340567.0,Chris Wood,Chris,Wood,F,11.0,Centre Striker,n/a,n/a,6.0,32 years 260 days,New Zealand,92.0
2019/20,319999.0,Oleksandr Zinchenko,Oleksandr,Zinchenko,D,17.0,Left Full Back,n/a,n/a,6.0,27 years 252 days,Ukraine,92.0
2019/20,344622.0,Max Aarons,Max,Aarons,D,37.0,Right Full Back,n/a,n/a,5.0,24 years 232 days,England,120.0
2019/20,325869.0,Marcos Alonso,Marcos,Alonso,D,17.0,Left Full Back,n/a,n/a,5.0,33 years 239 days,Spain,120.0
2019/20,41062.0,Dominic Calvert-Lewin,Dominic,Calvert-Lewin,F,9.0,Centre Striker,Everton,EVE,5.0,27 years 160 days,England,120.0
2019/20,346821.0,João Cancelo,João Pedro,Cavaco Cancelo,D,2.0,Right Full Back,Manchester City,MCI,5.0,30 years 88 days,Portugal,120.0
2019/20,94007.0,Séamus Coleman,Séamus,Coleman,D,n/a,Right Full Back,Everton,EVE,5.0,35 years 317 days,Ireland,120.0
2019/20,14131.0,Aaron Cresswell,Aaron,Cresswell,D,3.0,Left Full Back,West Ham United,WHU,5.0,34 years 252 days,England,120.0
2019/20,288590.0,Scott Dann,Scott,Dann,D,6.0,Centre Central Defender,n/a,n/a,5.0,37 years 191 days,England,120.0
2019/20,345098.0,Tom Davies,Tom,Davies,M,22.0,Midfielder,n/a,n/a,5.0,26 years 54 days,England,120.0
2019/20,281578.0,Gerard Deulofeu,Gerard,Deulofeu,F,10.0,Left Winger,n/a,n/a,5.0,30 years 163 days,Spain,120.0
2019/20,222694.0,Abdoulaye Doucouré,Abdoulaye,Doucouré,M,16.0,Centre Central Midfielder,n/a,n/a,5.0,31 years 235 days,Mali,120.0
2019/20,129917.0,Lukasz Fabianski,Lukasz,Fabianski,G,1.0,Goalkeeper,West Ham United,WHU,5.0,39 years 127 days,Poland,120.0
2019/20,363187.0,Ilkay Gündogan,Ilkay,Gündogan,M,19.0,Centre Central Midfielder,n/a,n/a,5.0,33 years 304 days,Germany,120.0
2019/20,357711.0,Mason Holgate,Mason,Holgate,D,5.0,Defender,n/a,n/a,5.0,27 years 306 days,England,120.0
2019/20,343093.0,Raúl Jiménez,Raúl,Jiménez,F,7.0,Striker,n/a,n/a,5.0,33 years 110 days,Mexico,120.0
2019/20,344721.0,Harry Kane,Harry,Kane,F,9.0,Striker,n/a,n/a,5.0,31 years 26 days,England,120.0
2019/20,337757.0,Martin Kelly,Martin,Kelly,D,34.0,Right Full Back,n/a,n/a,5.0,34 years 118 days,England,120.0
2019/20,354397.0,Tim Krul,Tim,Krul,G,n/a,Goalkeeper,n/a,n/a,5.0,36 years 142 days,Netherlands,120.0
2019/20,343482.0,Sadio Mané,Sadio,Mané,F,10.0,Left/Right Second Striker,n/a,n/a,5.0,32 years 135 days,Senegal,120.0
2019/20,346844.0,Neal Maupay,Neal,Maupay,F,7.0,Centre Striker,Brighton & Hove Albion,BHA,5.0,28 years 9 days,France,120.0
2019/20,343697.0,Benjamin Mendy,Benjamin,Mendy,D,5.0,Left Full Back,n/a,n/a,5.0,30 years 37 days,France,120.0
2019/20,288169.0,Aaron Ramsdale,Aaron,Ramsdale,G,1.0,Goalkeeper,n/a,n/a,5.0,26 years 101 days,England,120.0
2019/20,361032.0,Diego Rico,Diego,Rico,D,16.0,Left Full Back,n/a,n/a,5.0,31 years 182 days,Spain,120.0
2019/20,345071.0,Fred,Frederico,Rodrigues de Paula Santos,M,35.0,Centre Central Midfielder,n/a,n/a,5.0,31 years 171 days,Brazil,120.0
2019/20,315688.0,Antonio Rüdiger,Antonio,Rüdiger,D,22.0,Centre Central Defender,n/a,n/a,5.0,31 years 173 days,Germany,120.0
2019/20,357917.0,Jonjo Shelvey,Jonjo,Shelvey,M,6.0,Central Midfielder,Newcastle United,NEW,5.0,32 years 178 days,England,120.0
2019/20,288560.0,Moussa Sissoko,Moussa,Sissoko,M,17.0,Centre/Right Central Midfielder,n/a,n/a,5.0,35 years 7 days,France,120.0
2019/20,256106.0,Dale Stephens,Dale,Stephens,M,16.0,Centre Central Midfielder,n/a,n/a,5.0,35 years 72 days,England,120.0
2019/20,347736.0,Fabinho,Fábio Henrique,Tavares,M,8.0,Centre Defensive Midfielder,n/a,n/a,5.0,30 years 305 days,Brazil,120.0
2019/20,354251.0,André Gomes,André Filipe,Tavares Gomes,M,n/a,Midfielder,n/a,n/a,5.0,31 years 24 days,Portugal,120.0
2019/20,336893.0,Adam Webster,Adam,Webster,D,4.0,Defender,Brighton & Hove Albion,BHA,5.0,29 years 232 days,England,120.0
2019/20,187388.0,Nathan Aké,Nathan,Aké,D,6.0,Left/Centre Central Defender,n/a,n/a,4.0,29 years 187 days,Netherlands,150.0
2019/20,160732.0,Philip Billing,Philip,Billing,M,29.0,Centre Defensive Midfielder,Bournemouth,BOU,4.0,28 years 73 days,Denmark,150.0
2019/20,180093.0,Josh Brownhill,Josh,Brownhill,M,8.0,Centre Central Midfielder,Burnley,BUR,4.0,28 years 248 days,England,150.0
2019/20,349855.0,Ciaran Clark,Ciaran,Clark,D,26.0,Centre Central Defender,n/a,n/a,4.0,34 years 332 days,Ireland,150.0
2019/20,14111.0,Ben Davies,Ben,Davies,D,33.0,Left Full Back,Tottenham Hotspur,TOT,4.0,31 years 121 days,Wales,150.0
2019/20,336892.0,Craig Dawson,Craig,Dawson,D,15.0,Centre Central Defender,n/a,n/a,4.0,34 years 109 days,England,150.0
2019/20,322882.0,Issa Diop,Issa,Diop,D,31.0,Centre Central Defender,West Ham United,WHU,4.0,27 years 227 days,France,150.0
2019/20,320599.0,Kiko Femenía,Kiko,Femenía,D,17.0,Right Wing Back,Watford,WAT,4.0,33 years 203 days,Spain,150.0
2019/20,346116.0,Ryan Fraser,Ryan,Fraser,M,26.0,Left/Right Winger,n/a,n/a,4.0,30 years 181 days,Scotland,150.0
2019/20,337833.0,Jorginho,Jorge Luiz,Frello Filho,M,20.0,Centre Central Midfielder,n/a,n/a,4.0,32 years 247 days,Italy,150.0
2019/20,315703.0,Sébastien Haller,Sébastien,Haller,F,9.0,Centre Striker,n/a,n/a,4.0,30 years 62 days,Cote D’Ivoire,150.0
2019/20,277767.0,Tom Heaton,Tom,Heaton,G,22.0,Goalkeeper,n/a,n/a,4.0,38 years 130 days,England,150.0
